"Origin_Station","Station_Name","Origin_Lat","Origin_Long","Destination_Lat","Destination_Long","Total_Passengers_Boarded"
"Flinders Street","Trafalgar",-37.81830513,144.9669643,-38.207239,146.15477,10
"Flinders Street","Upper Ferntree Gully",-37.81830513,144.9669643,-37.8926717,145.3075302,180
"Flinders Street","Upwey",-37.81830513,144.9669643,-37.90369097,145.3313334,100
"Flinders Street","Victoria Park",-37.81830513,144.9669643,-37.79915782,144.9944514,2330
"Flinders Street","Watergardens",-37.81830513,144.9669643,-37.70112872,144.7741805,1190
"Flinders Street","Watsonia",-37.81830513,144.9669643,-37.71095798,145.0837934,240
"Flinders Street","West Footscray",-37.81830513,144.9669643,-37.8018087,144.8853248,290
"Flinders Street","West Richmond",-37.81830513,144.9669643,-37.81494896,144.9914228,2940
"Flinders Street","Westall",-37.81830513,144.9669643,-37.93849121,145.1388326,1130
"Flinders Street","Westgarth",-37.81830513,144.9669643,-37.7806207,144.9992332,640
"Flinders Street","Westona",-37.81830513,144.9669643,-37.86516348,144.8134936,430
"Flinders Street","Williams Landing",-37.81830513,144.9669643,-37.86986533,144.7474447,570
"Flinders Street","Windsor",-37.81830513,144.9669643,-37.85605308,144.9920352,1720
"Flinders Street","Yarraman",-37.81830513,144.9669643,-37.97825454,145.1916003,240
"Flinders Street","Yarraville",-37.81830513,144.9669643,-37.81585044,144.8899337,1390
"Frankston","Armadale",-38.14299007,145.1261623,-37.85645238,145.0193255,2710
"Frankston","Aspendale",-38.14299007,145.1261623,-38.02722019,145.1021496,1290
"Frankston","Baxter",-38.14299007,145.1261623,-38.19404306,145.1605261,10
"Frankston","Bentleigh",-38.14299007,145.1261623,-37.91742457,145.0369951,5190
"Frankston","Bonbeach",-38.14299007,145.1261623,-38.06294478,145.1196804,1060
"Frankston","Carrum",-38.14299007,145.1261623,-38.07489292,145.1224183,3560
"Frankston","Caulfield",-38.14299007,145.1261623,-37.87745946,145.0425248,8800
"Frankston","Chelsea",-38.14299007,145.1261623,-38.05195538,145.1160413,3060
"Frankston","Cheltenham",-38.14299007,145.1261623,-37.96664989,145.0545579,5680
"Frankston","Edithvale",-38.14299007,145.1261623,-38.03805602,145.1085355,1650
"Frankston","Flagstaff",-38.14299007,145.1261623,-37.81198131,144.9556538,150
"Frankston","Glenhuntly",-38.14299007,145.1261623,-37.88971946,145.0422229,4950
"Frankston","Hawksburn",-38.14299007,145.1261623,-37.84459087,145.0021421,2620
"Frankston","Highett",-38.14299007,145.1261623,-37.948425,145.0418718,2750
"Frankston","Kananook",-38.14299007,145.1261623,-38.12174203,145.1352953,2070
"Frankston","Malvern",-38.14299007,145.1261623,-37.8662533,145.0292939,3660
"Frankston","Mckinnon",-38.14299007,145.1261623,-37.91030903,145.038299,2150
"Frankston","Melbourne Central",-38.14299007,145.1261623,-37.80993877,144.9625935,730
"Frankston","Mentone",-38.14299007,145.1261623,-37.9818654,145.0651659,6870
"Frankston","Moorabbin",-38.14299007,145.1261623,-37.93435329,145.0367383,4770
"Frankston","Mordialloc",-38.14299007,145.1261623,-38.00658295,145.0876594,6360
"Frankston","Ormond",-38.14299007,145.1261623,-37.90321167,145.0396134,3660
"Frankston","Parkdale",-38.14299007,145.1261623,-37.99307882,145.0763268,3130
"Frankston","Parliament",-38.14299007,145.1261623,-37.81105406,144.9729109,120
"Frankston","Patterson",-38.14299007,145.1261623,-37.92514919,145.03547,1250
"Frankston","Richmond",-38.14299007,145.1261623,-37.82407446,144.9901643,2020
"Frankston","Seaford",-38.14299007,145.1261623,-38.10402104,145.1282304,3900
"Frankston","South Yarra",-38.14299007,145.1261623,-37.83844935,144.9923422,7000
"Frankston","Southern Cross",-38.14299007,145.1261623,-37.81793643,144.9514112,420
"Frankston","Southland",-38.14299007,145.1261623,-37.958758,145.049124,3690
"Frankston","Toorak",-38.14299007,145.1261623,-37.85077381,145.0139086,2630
"Geelong","Corio",-38.144241,144.354992,-38.072835,144.37977,10
"Geelong","Deer Park",-38.144241,144.354992,-37.77776,144.772307,290
"Geelong","Lara",-38.144241,144.354992,-38.022428,144.414402,210
"Geelong","North Geelong",-38.144241,144.354992,-38.122836,144.352277,420
"Geelong","North Shore",-38.144241,144.354992,-38.098373,144.365323,70
"Geelong","Tarneit",-38.144241,144.354992,-37.832169,144.694716,1270
"Geelong","Wyndham Vale",-38.144241,144.354992,-37.871783,144.608477,680
"Gisborne","Castlemaine",-37.458825,144.598718,-37.062836,144.213801,110
"Glen Waverley","Burnley",-37.87950407,145.1620575,-37.82756022,145.0075551,3250
"Glen Waverley","Darling",-37.87950407,145.1620575,-37.86895684,145.0629508,3680
"Glen Waverley","East Malvern",-37.87950407,145.1620575,-37.87693002,145.069393,3700
"Glen Waverley","East Richmond",-37.87950407,145.1620575,-37.82639995,144.9970657,2790
"Glen Waverley","Gardiner",-37.87950407,145.1620575,-37.85327908,145.0516547,4400
"Glen Waverley","Glen Iris",-37.87950407,145.1620575,-37.85930842,145.0582249,2790
"Glen Waverley","Heyington",-37.87950407,145.1620575,-37.83467244,145.0226353,2270
"Glen Waverley","Holmesglen",-37.87950407,145.1620575,-37.87440222,145.090662,4640
"Glen Waverley","Jordanville",-37.87950407,145.1620575,-37.87360339,145.1120902,3940
"Glen Waverley","Kooyong",-37.87950407,145.1620575,-37.83992894,145.0335516,1800
"Glen Waverley","Mount Waverley",-37.87950407,145.1620575,-37.87525526,145.1280557,8370
"Glen Waverley","Richmond",-37.87950407,145.1620575,-37.82407446,144.9901643,3010
"Glen Waverley","Syndal",-37.87950407,145.1620575,-37.87622963,145.1497805,9270
"Glen Waverley","Tooronga",-37.87950407,145.1620575,-37.84936553,145.0417337,5400
"Glenferrie","Melbourne Central",-37.82146682,145.0364388,-37.80993877,144.9625935,10
"Glenhuntly","Toorak",-37.88971946,145.0422229,-37.85077381,145.0139086,10
"Greensborough","Alphington",-37.70395408,145.1082474,-37.77839363,145.0312549,460
"Greensborough","Clifton Hill",-37.70395408,145.1082474,-37.78865745,144.9954167,670
"Greensborough","Collingwood",-37.70395408,145.1082474,-37.80452593,144.9937497,340
"Greensborough","Darebin",-37.70395408,145.1082474,-37.77496341,145.038476,130
"Greensborough","Dennis",-37.70395408,145.1082474,-37.77918729,145.0082416,790
"Greensborough","Eaglemont",-37.70395408,145.1082474,-37.76358553,145.0539427,250
"Greensborough","Fairfield",-37.70395408,145.1082474,-37.77917126,145.0169053,1070
"Greensborough","Heidelberg",-37.70395408,145.1082474,-37.75707293,145.0606855,1460
"Greensborough","Ivanhoe",-37.70395408,145.1082474,-37.76889674,145.0454252,1580
"Greensborough","Jolimont",-37.70395408,145.1082474,-37.81652702,144.9840983,100
"Greensborough","Macleod",-37.70395408,145.1082474,-37.7260123,145.0691433,1270
"Greensborough","North Richmond",-37.70395408,145.1082474,-37.81039836,144.9925003,380
"Greensborough","Rosanna",-37.70395408,145.1082474,-37.7428786,145.0661403,1560
"Greensborough","Victoria Park",-37.70395408,145.1082474,-37.79915782,144.9944514,480
"Greensborough","Watsonia",-37.70395408,145.1082474,-37.71095798,145.0837934,1280
"Greensborough","West Richmond",-37.70395408,145.1082474,-37.81494896,144.9914228,180
"Greensborough","Westgarth",-37.70395408,145.1082474,-37.7806207,144.9992332,330
"Hampton","Ripponlea",-37.93797681,145.0014706,-37.87590643,144.9952366,10
"Heidelberg","Alphington",-37.75707293,145.0606855,-37.77839363,145.0312549,50
"Heidelberg","Clifton Hill",-37.75707293,145.0606855,-37.78865745,144.9954167,40
"Heidelberg","Collingwood",-37.75707293,145.0606855,-37.80452593,144.9937497,60
"Heidelberg","Darebin",-37.75707293,145.0606855,-37.77496341,145.038476,10
"Heidelberg","Dennis",-37.75707293,145.0606855,-37.77918729,145.0082416,60
"Heidelberg","Diamond Creek",-37.75707293,145.0606855,-37.67329744,145.1585062,10
"Heidelberg","Eaglemont",-37.75707293,145.0606855,-37.76358553,145.0539427,10
"Heidelberg","Eltham",-37.75707293,145.0606855,-37.71354967,145.147822,10
"Heidelberg","Fairfield",-37.75707293,145.0606855,-37.77917126,145.0169053,70
"Heidelberg","Greensborough",-37.75707293,145.0606855,-37.70395408,145.1082474,30
"Heidelberg","Ivanhoe",-37.75707293,145.0606855,-37.76889674,145.0454252,90
"Heidelberg","Jolimont",-37.75707293,145.0606855,-37.81652702,144.9840983,10
"Heidelberg","Rosanna",-37.75707293,145.0606855,-37.7428786,145.0661403,20
"Heidelberg","Victoria Park",-37.75707293,145.0606855,-37.79915782,144.9944514,30
"Heidelberg","Watsonia",-37.75707293,145.0606855,-37.71095798,145.0837934,20
"Heidelberg","West Richmond",-37.75707293,145.0606855,-37.81494896,144.9914228,20
"Heidelberg","Westgarth",-37.75707293,145.0606855,-37.7806207,144.9992332,20
"Hurstbridge","Alphington",-37.63939817,145.1920169,-37.77839363,145.0312549,810
"Hurstbridge","Clifton Hill",-37.63939817,145.1920169,-37.78865745,144.9954167,1450
"Hurstbridge","Collingwood",-37.63939817,145.1920169,-37.80452593,144.9937497,630
"Hurstbridge","Darebin",-37.63939817,145.1920169,-37.77496341,145.038476,230
"Hurstbridge","Dennis",-37.63939817,145.1920169,-37.77918729,145.0082416,950
"Hurstbridge","Diamond Creek",-37.63939817,145.1920169,-37.67329744,145.1585062,2060
"Hurstbridge","Eaglemont",-37.63939817,145.1920169,-37.76358553,145.0539427,350
"Hurstbridge","Eltham",-37.63939817,145.1920169,-37.71354967,145.147822,3870
"Hurstbridge","Fairfield",-37.63939817,145.1920169,-37.77917126,145.0169053,1950
"Hurstbridge","Greensborough",-37.63939817,145.1920169,-37.70395408,145.1082474,3770
"Hurstbridge","Heidelberg",-37.63939817,145.1920169,-37.75707293,145.0606855,3110
"Hurstbridge","Ivanhoe",-37.63939817,145.1920169,-37.76889674,145.0454252,3080
"Hurstbridge","Jolimont",-37.63939817,145.1920169,-37.81652702,144.9840983,480
"Hurstbridge","Macleod",-37.63939817,145.1920169,-37.7260123,145.0691433,2430
"Hurstbridge","Montmorency",-37.63939817,145.1920169,-37.71529624,145.1215157,1600
"Hurstbridge","North Richmond",-37.63939817,145.1920169,-37.81039836,144.9925003,590
"Hurstbridge","Rosanna",-37.63939817,145.1920169,-37.7428786,145.0661403,2820
"Hurstbridge","Victoria Park",-37.63939817,145.1920169,-37.79915782,144.9944514,580
"Hurstbridge","Watsonia",-37.63939817,145.1920169,-37.71095798,145.0837934,3620
"Hurstbridge","Wattle Glen",-37.63939817,145.1920169,-37.66396792,145.1816145,370
"Hurstbridge","West Richmond",-37.63939817,145.1920169,-37.81494896,144.9914228,340
"Hurstbridge","Westgarth",-37.63939817,145.1920169,-37.7806207,144.9992332,450
"Kananook","Bentleigh",-38.12174203,145.1352953,-37.91742457,145.0369951,10
"Kananook","Edithvale",-38.12174203,145.1352953,-38.03805602,145.1085355,10
"Kananook","Hawksburn",-38.12174203,145.1352953,-37.84459087,145.0021421,10
"Kananook","Mentone",-38.12174203,145.1352953,-37.9818654,145.0651659,10
"Kananook","Mordialloc",-38.12174203,145.1352953,-38.00658295,145.0876594,30
"Kananook","Ormond",-38.12174203,145.1352953,-37.90321167,145.0396134,10
"Kananook","South Yarra",-38.12174203,145.1352953,-37.83844935,144.9923422,20
"Kananook","Toorak",-38.12174203,145.1352953,-37.85077381,145.0139086,10
"Keilor Plains","North Melbourne",-37.72927934,144.7937381,-37.80630984,144.9415102,10
"Kyneton","Clarkefield",-37.258277,144.450602,-37.483497,144.745368,50
"Kyneton","Gisborne",-37.258277,144.450602,-37.458825,144.598718,140
"Kyneton","Riddells Creek",-37.258277,144.450602,-37.465127,144.679828,140
"Kyneton","Sunbury",-37.258277,144.450602,-37.57909097,144.7273188,190
"Kyneton","Woodend",-37.258277,144.450602,-37.358803,144.525893,270
"Lalor","Northcote",-37.66585075,145.0171932,-37.76986537,144.9952772,10
"Lalor","Thornbury",-37.66585075,145.0171932,-37.75505179,144.9985715,10
"Lalor","Victoria Park",-37.66585075,145.0171932,-37.79915782,144.9944514,20
"Laverton","Altona",-37.86369404,144.7726167,-37.8671476,144.8296447,2380
"Laverton","Footscray",-37.86369404,144.7726167,-37.80108298,144.9031992,8650
"Laverton","Melbourne Central",-37.86369404,144.7726167,-37.80993877,144.9625935,20
"Laverton","Newport",-37.86369404,144.7726167,-37.84271757,144.8835999,4170
"Laverton","North Melbourne",-37.86369404,144.7726167,-37.80630984,144.9415102,1590
"Laverton","Parliament",-37.86369404,144.7726167,-37.81105406,144.9729109,50
"Laverton","Seaholme",-37.86369404,144.7726167,-37.86784231,144.8409577,700
"Laverton","Seddon",-37.86369404,144.7726167,-37.80900514,144.8956716,1760
"Laverton","South Kensington",-37.86369404,144.7726167,-37.79953087,144.925469,910
"Laverton","Southern Cross",-37.86369404,144.7726167,-37.81793643,144.9514112,4130
"Laverton","Spotswood",-37.86369404,144.7726167,-37.83063888,144.8859335,1230
"Laverton","Westona",-37.86369404,144.7726167,-37.86516348,144.8134936,2480
"Laverton","Williams Landing",-37.86369404,144.7726167,-37.86986533,144.7474447,10
"Laverton","Yarraville",-37.86369404,144.7726167,-37.81585044,144.8899337,4210
"Lilydale","Auburn",-37.75551777,145.3477102,-37.82239831,145.0458437,810
"Lilydale","Blackburn",-37.75551777,145.3477102,-37.82007075,145.1500135,4660
"Lilydale","Box Hill",-37.75551777,145.3477102,-37.81922165,145.1214289,9600
"Lilydale","Burnley",-37.75551777,145.3477102,-37.82756022,145.0075551,640
"Lilydale","Camberwell",-37.75551777,145.3477102,-37.82656714,145.0586972,4200
"Lilydale","Canterbury",-37.75551777,145.3477102,-37.82448518,145.0812242,470
"Lilydale","Chatham",-37.75551777,145.3477102,-37.82429952,145.0886479,230
"Lilydale","Croydon",-37.75551777,145.3477102,-37.79543697,145.2805978,8650
"Lilydale","East Camberwell",-37.75551777,145.3477102,-37.82589419,145.0681902,510
"Lilydale","Flagstaff",-37.75551777,145.3477102,-37.81198131,144.9556538,1510
"Lilydale","Glenferrie",-37.75551777,145.3477102,-37.82146682,145.0364388,5580
"Lilydale","Hawthorn",-37.75551777,145.3477102,-37.82182601,145.0228987,740
"Lilydale","Heatherdale",-37.75551777,145.3477102,-37.81889537,145.2127872,1470
"Lilydale","Laburnum",-37.75551777,145.3477102,-37.82078023,145.1407027,760
"Lilydale","Melbourne Central",-37.75551777,145.3477102,-37.80993877,144.9625935,680
"Lilydale","Mitcham",-37.75551777,145.3477102,-37.81800987,145.1919735,3820
"Lilydale","Mont Albert",-37.75551777,145.3477102,-37.81942655,145.1055304,330
"Lilydale","Mooroolbark",-37.75551777,145.3477102,-37.78474883,145.3124024,5650
"Lilydale","Nunawading",-37.75551777,145.3477102,-37.82060317,145.1748917,3660
"Lilydale","Parliament",-37.75551777,145.3477102,-37.81105406,144.9729109,360
"Lilydale","Richmond",-37.75551777,145.3477102,-37.82407446,144.9901643,3190
"Lilydale","Ringwood",-37.75551777,145.3477102,-37.81588648,145.2289685,7150
"Lilydale","Ringwood East",-37.75551777,145.3477102,-37.81196804,145.2501909,3420
"Lilydale","Southern Cross",-37.75551777,145.3477102,-37.81793643,144.9514112,920
"Lilydale","Surrey Hills",-37.75551777,145.3477102,-37.82414805,145.0987747,1320
"Macleod","Alphington",-37.7260123,145.0691433,-37.77839363,145.0312549,130
"Macleod","Clifton Hill",-37.7260123,145.0691433,-37.78865745,144.9954167,360
"Macleod","Collingwood",-37.7260123,145.0691433,-37.80452593,144.9937497,210
"Macleod","Darebin",-37.7260123,145.0691433,-37.77496341,145.038476,130
"Macleod","Dennis",-37.7260123,145.0691433,-37.77918729,145.0082416,280
"Macleod","Eaglemont",-37.7260123,145.0691433,-37.76358553,145.0539427,40
"Macleod","Eltham",-37.7260123,145.0691433,-37.71354967,145.147822,10
"Macleod","Fairfield",-37.7260123,145.0691433,-37.77917126,145.0169053,430
"Macleod","Heidelberg",-37.7260123,145.0691433,-37.75707293,145.0606855,420
"Macleod","Ivanhoe",-37.7260123,145.0691433,-37.76889674,145.0454252,280
"Macleod","Jolimont",-37.7260123,145.0691433,-37.81652702,144.9840983,80
"Macleod","North Richmond",-37.7260123,145.0691433,-37.81039836,144.9925003,250
"Macleod","Rosanna",-37.7260123,145.0691433,-37.7428786,145.0661403,310
"Macleod","Victoria Park",-37.7260123,145.0691433,-37.79915782,144.9944514,150
"Macleod","West Richmond",-37.7260123,145.0691433,-37.81494896,144.9914228,250
"Macleod","Westgarth",-37.7260123,145.0691433,-37.7806207,144.9992332,160
"Marshall","Deer Park",-38.19855,144.355055,-37.77776,144.772307,70
"Marshall","Geelong",-38.19855,144.355055,-38.144241,144.354992,610
"Marshall","Lara",-38.19855,144.355055,-38.022428,144.414402,160
"Marshall","North Geelong",-38.19855,144.355055,-38.122836,144.352277,140
"Marshall","North Shore",-38.19855,144.355055,-38.098373,144.365323,20
"Marshall","South Geelong",-38.19855,144.355055,-38.15866,144.358987,280
"Marshall","Tarneit",-38.19855,144.355055,-37.832169,144.694716,880
"Marshall","Wyndham Vale",-38.19855,144.355055,-37.871783,144.608477,580
"Maryborough","Ardeer",-37.05090849,143.7424023,-37.783063,144.802193,30
"Maryborough","Bacchus Marsh",-37.05090849,143.7424023,-37.687582,144.436788,210
"Maryborough","Ballan",-37.05090849,143.7424023,-37.6043,144.225443,20
"Maryborough","Ballarat",-37.05090849,143.7424023,-37.55879,143.859452,450
"Maryborough","Caroline Springs",-37.05090849,143.7424023,-37.767153,144.738023,40
"Maryborough","Clunes",-37.05090849,143.7424023,-37.30314079,143.7815766,10
"Maryborough","Cobblebank",-37.05090849,143.7424023,-37.712542,144.604103,80
"Maryborough","Creswick",-37.05090849,143.7424023,-37.42460539,143.8881236,10
"Maryborough","Deer Park",-37.05090849,143.7424023,-37.77776,144.772307,70
"Maryborough","Melton",-37.05090849,143.7424023,-37.703289,144.572525,490
"Maryborough","Rockbank",-37.05090849,143.7424023,-37.729258,144.65063,30
"Melton","Ardeer",-37.703289,144.572525,-37.783063,144.802193,300
"Melton","Bacchus Marsh",-37.703289,144.572525,-37.687582,144.436788,10
"Melton","Caroline Springs",-37.703289,144.572525,-37.767153,144.738023,840
"Melton","Cobblebank",-37.703289,144.572525,-37.712542,144.604103,550
"Melton","Deer Park",-37.703289,144.572525,-37.77776,144.772307,870
"Melton","Rockbank",-37.703289,144.572525,-37.729258,144.65063,250
"Mernda","Bell",-37.602549,145.100883,-37.74556212,145.000155,2870
"Mernda","Clifton Hill",-37.602549,145.100883,-37.78865745,144.9954167,3840
"Mernda","Collingwood",-37.602549,145.100883,-37.80452593,144.9937497,2030
"Mernda","Croxton",-37.602549,145.100883,-37.764101,144.9970562,2680
"Mernda","Epping",-37.602549,145.100883,-37.65238715,145.0301217,11170
"Mernda","Hawkstowe",-37.602549,145.100883,-37.622992,145.097396,2150
"Mernda","Jolimont",-37.602549,145.100883,-37.81652702,144.9840983,1110
"Mernda","Keon Park",-37.602549,145.100883,-37.69487012,145.0118838,3390
"Mernda","Lalor",-37.602549,145.100883,-37.66585075,145.0171932,6590
"Mernda","Merri",-37.602549,145.100883,-37.77784668,144.9929725,820
"Mernda","Middle Gorge",-37.602549,145.100883,-37.644062,145.09214,2260
"Mernda","North Richmond",-37.602549,145.100883,-37.81039836,144.9925003,2780
"Mernda","Northcote",-37.602549,145.100883,-37.76986537,144.9952772,2560
"Mernda","Preston",-37.602549,145.100883,-37.73867424,145.000522,5100
"Mernda","Regent",-37.602549,145.100883,-37.72840277,145.0027726,4330
"Mernda","Reservoir",-37.602549,145.100883,-37.71688492,145.0069958,9100
"Mernda","Rushall",-37.602549,145.100883,-37.78321711,144.9924071,820
"Mernda","Ruthven",-37.602549,145.100883,-37.70789754,145.0095166,4140
"Mernda","South Morang",-37.602549,145.100883,-37.6491588,145.0670324,8690
"Mernda","Thomastown",-37.602549,145.100883,-37.68033809,145.0142789,10670
"Mernda","Thornbury",-37.602549,145.100883,-37.75505179,144.9985715,5210
"Mernda","Victoria Park",-37.602549,145.100883,-37.79915782,144.9944514,2470
"Mernda","West Richmond",-37.602549,145.100883,-37.81494896,144.9914228,1560
"Middle Brighton","Balaclava",-37.91513441,144.9962991,-37.86948773,144.9935121,90
"Middle Brighton","Elsternwick",-37.91513441,144.9962991,-37.88475311,145.0008979,190
"Middle Brighton","Gardenvale",-37.91513441,144.9962991,-37.89669508,145.0041684,20
"Middle Brighton","North Brighton",-37.91513441,144.9962991,-37.90488721,145.002605,30
"Middle Brighton","Prahran",-37.91513441,144.9962991,-37.84951848,144.9898599,80
"Middle Brighton","Richmond",-37.91513441,144.9962991,-37.82407446,144.9901643,10
"Middle Brighton","Ripponlea",-37.91513441,144.9962991,-37.87590643,144.9952366,80
"Middle Brighton","South Yarra",-37.91513441,144.9962991,-37.83844935,144.9923422,70
"Middle Brighton","Windsor",-37.91513441,144.9962991,-37.85605308,144.9920352,70
"Mont Albert","Burnley",-37.81942655,145.1055304,-37.82756022,145.0075551,10
"Mont Albert","Melbourne Central",-37.81942655,145.1055304,-37.80993877,144.9625935,20
"Mont Albert","Richmond",-37.81942655,145.1055304,-37.82407446,144.9901643,10
"Moorabbin","Armadale",-37.93435329,145.0367383,-37.85645238,145.0193255,280
"Moorabbin","Bentleigh",-37.93435329,145.0367383,-37.91742457,145.0369951,370
"Moorabbin","Caulfield",-37.93435329,145.0367383,-37.87745946,145.0425248,570
"Moorabbin","Chelsea",-37.93435329,145.0367383,-38.05195538,145.1160413,30
"Moorabbin","Cheltenham",-37.93435329,145.0367383,-37.96664989,145.0545579,10
"Moorabbin","Flagstaff",-37.93435329,145.0367383,-37.81198131,144.9556538,40
"Moorabbin","Glenhuntly",-37.93435329,145.0367383,-37.88971946,145.0422229,480
"Moorabbin","Hawksburn",-37.93435329,145.0367383,-37.84459087,145.0021421,210
"Moorabbin","Malvern",-37.93435329,145.0367383,-37.8662533,145.0292939,300
"Moorabbin","Mckinnon",-37.93435329,145.0367383,-37.91030903,145.038299,170
"Moorabbin","Melbourne Central",-37.93435329,145.0367383,-37.80993877,144.9625935,80
"Moorabbin","Mentone",-37.93435329,145.0367383,-37.9818654,145.0651659,10
"Moorabbin","Mordialloc",-37.93435329,145.0367383,-38.00658295,145.0876594,10
"Moorabbin","Ormond",-37.93435329,145.0367383,-37.90321167,145.0396134,320
"Moorabbin","Parliament",-37.93435329,145.0367383,-37.81105406,144.9729109,10
"Moorabbin","Patterson",-37.93435329,145.0367383,-37.92514919,145.03547,120
"Moorabbin","Richmond",-37.93435329,145.0367383,-37.82407446,144.9901643,110
"Moorabbin","Seaford",-37.93435329,145.0367383,-38.10402104,145.1282304,10
"Moorabbin","South Yarra",-37.93435329,145.0367383,-37.83844935,144.9923422,390
"Moorabbin","Southern Cross",-37.93435329,145.0367383,-37.81793643,144.9514112,40
"Moorabbin","Southland",-37.93435329,145.0367383,-37.958758,145.049124,90
"Moorabbin","Toorak",-37.93435329,145.0367383,-37.85077381,145.0139086,160
"Mooroolbark","Blackburn",-37.78474883,145.3124024,-37.82007075,145.1500135,450
"Mooroolbark","Box Hill",-37.78474883,145.3124024,-37.81922165,145.1214289,510
"Mooroolbark","Camberwell",-37.78474883,145.3124024,-37.82656714,145.0586972,140
"Mooroolbark","Chatham",-37.78474883,145.3124024,-37.82429952,145.0886479,10
"Mooroolbark","Croydon",-37.78474883,145.3124024,-37.79543697,145.2805978,670
"Mooroolbark","Flagstaff",-37.78474883,145.3124024,-37.81198131,144.9556538,360
"Mooroolbark","Glenferrie",-37.78474883,145.3124024,-37.82146682,145.0364388,90
"Mooroolbark","Hawthorn",-37.78474883,145.3124024,-37.82182601,145.0228987,10
"Mooroolbark","Heatherdale",-37.78474883,145.3124024,-37.81889537,145.2127872,400
"Mooroolbark","Laburnum",-37.78474883,145.3124024,-37.82078023,145.1407027,40
"Mooroolbark","Melbourne Central",-37.78474883,145.3124024,-37.80993877,144.9625935,100
"Mooroolbark","Mitcham",-37.78474883,145.3124024,-37.81800987,145.1919735,380
"Mooroolbark","Nunawading",-37.78474883,145.3124024,-37.82060317,145.1748917,320
"Mooroolbark","Parliament",-37.78474883,145.3124024,-37.81105406,144.9729109,30
"Mooroolbark","Richmond",-37.78474883,145.3124024,-37.82407446,144.9901643,1110
"Mooroolbark","Ringwood",-37.78474883,145.3124024,-37.81588648,145.2289685,710
"Mooroolbark","Ringwood East",-37.78474883,145.3124024,-37.81196804,145.2501909,390
"Mooroolbark","Southern Cross",-37.78474883,145.3124024,-37.81793643,144.9514112,90
"Mooroolbark","Surrey Hills",-37.78474883,145.3124024,-37.82414805,145.0987747,190
"Mordialloc","Armadale",-38.00658295,145.0876594,-37.85645238,145.0193255,320
"Mordialloc","Bentleigh",-38.00658295,145.0876594,-37.91742457,145.0369951,530
"Mordialloc","Caulfield",-38.00658295,145.0876594,-37.87745946,145.0425248,960
"Mordialloc","Chelsea",-38.00658295,145.0876594,-38.05195538,145.1160413,30
"Mordialloc","Cheltenham",-38.00658295,145.0876594,-37.96664989,145.0545579,630
"Mordialloc","Glenhuntly",-38.00658295,145.0876594,-37.88971946,145.0422229,450
"Mordialloc","Hawksburn",-38.00658295,145.0876594,-37.84459087,145.0021421,340
"Mordialloc","Highett",-38.00658295,145.0876594,-37.948425,145.0418718,300
"Mordialloc","Malvern",-38.00658295,145.0876594,-37.8662533,145.0292939,490
"Mordialloc","Mckinnon",-38.00658295,145.0876594,-37.91030903,145.038299,310
"Mordialloc","Mentone",-38.00658295,145.0876594,-37.9818654,145.0651659,700
"Mordialloc","Moorabbin",-38.00658295,145.0876594,-37.93435329,145.0367383,470
"Mordialloc","Ormond",-38.00658295,145.0876594,-37.90321167,145.0396134,450
"Mordialloc","Parkdale",-38.00658295,145.0876594,-37.99307882,145.0763268,320
"Mordialloc","Patterson",-38.00658295,145.0876594,-37.92514919,145.03547,180
"Mordialloc","Richmond",-38.00658295,145.0876594,-37.82407446,144.9901643,140
"Mordialloc","Seaford",-38.00658295,145.0876594,-38.10402104,145.1282304,10
"Mordialloc","South Yarra",-38.00658295,145.0876594,-37.83844935,144.9923422,810
"Mordialloc","Southern Cross",-38.00658295,145.0876594,-37.81793643,144.9514112,30
"Mordialloc","Southland",-38.00658295,145.0876594,-37.958758,145.049124,370
"Mordialloc","Toorak",-38.00658295,145.0876594,-37.85077381,145.0139086,250
"Newport","Altona",-37.84271757,144.8835999,-37.8671476,144.8296447,10
"Newport","Footscray",-37.84271757,144.8835999,-37.80108298,144.9031992,1590
"Newport","Laverton",-37.84271757,144.8835999,-37.86369404,144.7726167,30
"Newport","North Melbourne",-37.84271757,144.8835999,-37.80630984,144.9415102,460
"Newport","Seddon",-37.84271757,144.8835999,-37.80900514,144.8956716,210
"Newport","South Kensington",-37.84271757,144.8835999,-37.79953087,144.925469,170
"Newport","Southern Cross",-37.84271757,144.8835999,-37.81793643,144.9514112,2770
"Newport","Spotswood",-37.84271757,144.8835999,-37.83063888,144.8859335,180
"Newport","Williamstown Beach",-37.84271757,144.8835999,-37.86398189,144.8944837,10
"Newport","Yarraville",-37.84271757,144.8835999,-37.81585044,144.8899337,450
"North Melbourne","Melbourne Central",-37.80630984,144.9415102,-37.80993877,144.9625935,30
"North Melbourne","Southern Cross",-37.80630984,144.9415102,-37.81793643,144.9514112,190
"Oakleigh","Clayton",-37.90037214,145.0883079,-37.92468255,145.1205344,70
"Oakleigh","Dandenong",-37.90037214,145.0883079,-37.98996792,145.2097254,50
"Oakleigh","Flagstaff",-37.90037214,145.0883079,-37.81198131,144.9556538,20
"Oakleigh","Noble Park",-37.90037214,145.0883079,-37.96723193,145.1769357,20
"Oakleigh","Parliament",-37.90037214,145.0883079,-37.81105406,144.9729109,30
"Oakleigh","Richmond",-37.90037214,145.0883079,-37.82407446,144.9901643,50
