total,date,Suburb
6,1/10/2020,TARRAYOUKYAN
6,1/10/2020,COOJAR
7,1/02/2021,WOOTONG VALE
7,1/02/2021,NAREEN
7,1/02/2021,MUNTHAM
7,1/02/2021,HILGAY
7,1/02/2021,PASCHENDALE
7,1/02/2021,KONONGWOOTONG
7,1/02/2021,CULLA
7,1/02/2021,CLOVER FLAT
7,1/02/2021,TARRAYOUKYAN
7,1/02/2021,COOJAR
7,1/01/2022,WOOTONG VALE
7,1/01/2022,NAREEN
7,1/01/2022,MUNTHAM
7,1/01/2022,HILGAY
7,1/01/2022,PASCHENDALE
7,1/01/2022,KONONGWOOTONG
7,1/01/2022,CULLA
7,1/01/2022,CLOVER FLAT
7,1/01/2022,TARRAYOUKYAN
7,1/01/2022,COOJAR
5,1/08/2020,WOOTONG VALE
5,1/08/2020,NAREEN
5,1/08/2020,MUNTHAM
5,1/08/2020,HILGAY
5,1/08/2020,PASCHENDALE
5,1/08/2020,KONONGWOOTONG
5,1/08/2020,CULLA
5,1/08/2020,CLOVER FLAT
5,1/08/2020,TARRAYOUKYAN
5,1/08/2020,COOJAR
9,1/04/2020,WOOTONG VALE
9,1/04/2020,NAREEN
9,1/04/2020,MUNTHAM
9,1/04/2020,HILGAY
9,1/04/2020,PASCHENDALE
9,1/04/2020,KONONGWOOTONG
9,1/04/2020,CULLA
9,1/04/2020,CLOVER FLAT
9,1/04/2020,TARRAYOUKYAN
9,1/04/2020,COOJAR
2,1/10/2021,WOOTONG VALE
2,1/10/2021,NAREEN
2,1/10/2021,MUNTHAM
2,1/10/2021,HILGAY
2,1/10/2021,PASCHENDALE
2,1/10/2021,KONONGWOOTONG
2,1/10/2021,CULLA
2,1/10/2021,CLOVER FLAT
2,1/10/2021,TARRAYOUKYAN
2,1/10/2021,COOJAR
6,1/11/2020,WOOTONG VALE
6,1/11/2020,NAREEN
6,1/11/2020,MUNTHAM
6,1/11/2020,HILGAY
6,1/11/2020,PASCHENDALE
6,1/11/2020,KONONGWOOTONG
6,1/11/2020,CULLA
6,1/11/2020,CLOVER FLAT
6,1/11/2020,TARRAYOUKYAN
6,1/11/2020,COOJAR
8,1/04/2022,WOOTONG VALE
8,1/04/2022,NAREEN
8,1/04/2022,MUNTHAM
8,1/04/2022,HILGAY
8,1/04/2022,PASCHENDALE
8,1/04/2022,KONONGWOOTONG
8,1/04/2022,CULLA
8,1/04/2022,CLOVER FLAT
8,1/04/2022,TARRAYOUKYAN
8,1/04/2022,COOJAR
16,1/06/2020,WOOTONG VALE
16,1/06/2020,NAREEN
16,1/06/2020,MUNTHAM
16,1/06/2020,HILGAY
16,1/06/2020,PASCHENDALE
16,1/06/2020,KONONGWOOTONG
16,1/06/2020,CULLA
16,1/06/2020,CLOVER FLAT
16,1/06/2020,TARRAYOUKYAN
16,1/06/2020,COOJAR
4,1/11/2021,WOOTONG VALE
4,1/11/2021,NAREEN
4,1/11/2021,MUNTHAM
4,1/11/2021,HILGAY
4,1/11/2021,PASCHENDALE
4,1/11/2021,KONONGWOOTONG
4,1/11/2021,CULLA
4,1/11/2021,CLOVER FLAT
4,1/11/2021,TARRAYOUKYAN
4,1/11/2021,COOJAR
10,1/08/2021,WOOTONG VALE
10,1/08/2021,NAREEN
10,1/08/2021,MUNTHAM
10,1/08/2021,HILGAY
10,1/08/2021,PASCHENDALE
10,1/08/2021,KONONGWOOTONG
10,1/08/2021,CULLA
10,1/08/2021,CLOVER FLAT
10,1/08/2021,TARRAYOUKYAN
10,1/08/2021,COOJAR
9,1/04/2021,WOOTONG VALE
9,1/04/2021,NAREEN
9,1/04/2021,MUNTHAM
9,1/04/2021,HILGAY
